last_hint_correct,history_hint_correct,group,sex,age,education,hint_density,followed
0.0,-0.07312966798140903,dpm,f,0.0,1.0,0.744113292039054,0.0
1.0,0.19210142542251732,dpm,f,0.0,1.0,0.3521727754775681,0.0
1.0,0.3983922758477934,dpm,f,0.0,1.0,0.43616002902645795,0.0
1.0,0.563424956188014,dpm,f,0.0,1.0,0.5072261666447492,0.0
1.0,0.6984516946481947,dpm,f,0.0,1.0,0.5681399988889988,0.0
0.0,0.5015377010604314,dpm,f,0.0,1.0,0.6209319868340157,0.0
1.0,0.6205516532288599,dpm,f,0.0,1.0,0.6671249762859051,1.0
1.0,0.72256361223037,dpm,f,0.0,1.0,0.7078834963905133,1.0
0.0,0.563424956188014,dpm,f,0.0,1.0,0.744113292039054,0.0
0.0,0.4241786321509528,dpm,f,0.0,1.0,0.7765294249877486,1.0
1.0,0.5197398349214851,dpm,f,0.0,1.0,0.5681399988889988,0.0
0.0,0.3983922758477934,dpm,f,0.0,1.0,0.6041345361242376,1.0
1.0,0.48525158129001483,dpm,f,0.0,1.0,0.43616002902645795,1.0
1.0,0.563424956188014,dpm,f,0.0,1.0,0.47311442058796915,0.0
0.0,0.45733251882644343,dpm,f,0.0,1.0,0.5072261666447492,0.0
1.0,0.529668271572969,dpm,f,0.0,1.0,0.5388111166973233,0.0
1.0,0.5957139588632748,dpm,f,0.0,1.0,0.5681399988889988,1.0
1.0,0.6562558388793883,dpm,f,0.0,1.0,0.5954461995502143,1.0
1.0,0.7119543684942128,dpm,f,0.0,1.0,0.6209319868340157,0.0
0.0,0.6205516532288599,dpm,f,0.0,1.0,0.6447735297769264,1.0
1.0,0.6734467430814947,dpm,f,0.0,1.0,0.6671249762859051,1.0
0.0,-1.6645162284049666,dpm,m,0.0,1.0,-0.4876997600113318,1.0
1.0,0.19210142542251732,dpm,m,0.0,1.0,-0.025769865492436938,1.0
1.0,0.8109739766983451,dpm,m,0.0,1.0,0.2513880712189001,1.0
1.0,1.1204102523362591,dpm,m,0.0,1.0,0.43616002902645795,0.0
0.0,0.563424956188014,dpm,m,0.0,1.0,0.5681399988889988,0.0
1.0,0.8109739766983451,dpm,m,0.0,1.0,0.6671249762859051,1.0
1.0,0.9877947056342962,dpm,m,0.0,1.0,0.744113292039054,1.0
0.0,0.6562558388793883,dpm,m,0.0,1.0,0.8057039446415736,1.0
1.0,0.8109739766983451,dpm,m,0.0,1.0,0.8560962967709073,1.0
1.0,0.9347484869535106,dpm,m,0.0,1.0,0.8980899235453522,0.0
1.0,1.0360185407986464,dpm,m,0.0,1.0,0.9336229923544984,0.0
0.0,0.8109739766983451,dpm,m,0.0,1.0,0.9640799084766233,1.0
1.0,0.9061851384330879,dpm,m,0.0,1.0,0.9904759024491314,1.0
0.0,0.72256361223037,dpm,m,0.0,1.0,0.43616002902645795,0.0
0.0,0.563424956188014,dpm,m,0.0,1.0,0.48478422844949903,1.0
1.0,0.6562558388793883,dpm,m,0.0,1.0,0.5285460079302365,1.0
0.0,0.5197398349214851,dpm,m,0.0,1.0,0.3521727754775681,1.0
1.0,0.6046831262730694,dpm,m,0.0,1.0,0.39599221211177127,1.0
1.0,0.680685018535013,dpm,m,0.0,1.0,0.43616002902645795,1.0
1.0,0.7490867215707625,dpm,m,0.0,1.0,0.47311442058796915,1.0
1.0,0.8109739766983451,dpm,m,0.0,1.0,0.5072261666447492,1.0
1.0,0.8672351177234203,dpm,m,0.0,1.0,0.5388111166973233,1.0
1.0,0.9186039856158805,dpm,m,0.0,1.0,0.5681399988889988,1.0
1.0,0.9656921145173024,dpm,m,0.0,1.0,0.5954461995502143,1.0
1.0,1.0090131931066102,dpm,m,0.0,1.0,0.6209319868340157,1.0
0.0,-1.6645162284049666,dpm,m,1.0,1.0,-0.4876997600113318,0.0
0.0,-1.6645162284049666,dpm,m,1.0,1.0,-0.025769865492436938,1.0
1.0,-0.4267711258533107,dpm,m,1.0,1.0,0.2513880712189001,1.0
0.0,-0.7362074014912245,dpm,m,1.0,1.0,-0.22373982028624886,1.0
0.0,-0.9218691668739729,dpm,m,1.0,1.0,-0.8572436756264474,0.0
1.0,-0.4267711258533107,dpm,m,1.0,1.0,-0.6556742671091116,0.0
0.0,-0.6035918547892616,dpm,m,1.0,1.0,-0.7719643104844974,1.0
1.0,-0.2720529880343536,dpm,m,1.0,1.0,-0.6196797298738727,0.0
0.0,-0.4267711258533107,dpm,m,1.0,1.0,-0.4876997600113318,1.0
1.0,-0.17922210534297936,dpm,m,1.0,1.0,-0.37221728638160795,1.0
1.0,0.023318002347291453,dpm,m,1.0,1.0,-0.2703209861200868,1.0
1.0,0.19210142542251732,dpm,m,1.0,1.0,-0.17974649699873524,0.0
0.0,0.04928468282040326,dpm,m,1.0,1.0,-0.09870616462699948,0.0
0.0,-0.07312966798140903,dpm,m,1.0,1.0,-0.025769865492436938,1.0
1.0,0.06832691516735175,dpm,m,1.0,1.0,0.040220119438833496,0.0
0.0,-0.03997578130591817,dpm,m,1.0,1.0,0.10021101483089787,1.0
1.0,0.08288862225619471,dpm,m,1.0,1.0,0.15498531062365248,1.0
1.0,0.19210142542251732,dpm,m,1.0,1.0,0.2051950817670102,0.0
1.0,0.2898181440450163,dpm,m,1.0,1.0,-0.0770954093278699,1.0
0.0,0.19210142542251732,dpm,m,1.0,1.0,-0.025769865492436938,0.0
1.0,0.2805117898904928,dpm,m,1.0,1.0,0.022015985664689885,0.0
0.0,0.19210142542251732,dpm,m,1.0,1.0,-0.07047275851039445,0.0
1.0,0.27282393211066874,dpm,m,1.0,1.0,-0.2703209861200868,0.0
0.0,0.19210142542251732,dpm,m,1.0,1.0,-0.22373982028624886,0.0
0.0,0.1178367192694179,dpm,m,1.0,1.0,-0.17974649699873524,0.0
1.0,0.19210142542251732,dpm,m,1.0,1.0,-0.13813119118622222,0.0
1.0,0.26086504223094253,dpm,m,1.0,1.0,-0.09870616462699948,1.0
0.0,0.19210142542251732,dpm,m,1.0,1.0,-0.061302934301582554,0.0
0.0,0.1280801270146731,dpm,m,1.0,1.0,-0.025769865492436938,1.0
1.0,0.19210142542251732,dpm,m,1.0,1.0,0.00802988288699441,0.0
0.0,0.13221053336356628,dpm,m,1.0,1.0,0.040220119438833496,0.0
1.0,0.19210142542251732,dpm,m,1.0,1.0,0.07091313568593653,0.0
0.0,0.13584028439744208,dpm,m,1.0,1.0,0.005025460808822599,0.0
0.0,0.08288862225619471,dpm,m,1.0,1.0,-0.0552547523766219,0.0
0.0,0.0329627693801615,dpm,m,1.0,1.0,-0.19206462751923917,0.0
0.0,-0.01418942500275876,dpm,m,1.0,1.0,-0.1616315991744649,0.0
0.0,-0.05879285212173717,dpm,m,1.0,1.0,-0.1323690719198744,0.0
0.0,-0.10104873044498022,dpm,m,1.0,1.0,-0.10421079097677784,0.0
1.0,-0.04592647891433957,dpm,m,1.0,1.0,-0.0770954093278699,1.0
1.0,0.00643966003976897,dpm,m,1.0,1.0,-0.050966041557103776,1.0
1.0,0.05625135319123809,dpm,m,1.0,1.0,-0.025769865492436938,0.0
0.0,0.01528069648656648,dpm,m,1.0,1.0,-0.0014577657809160887,0.0
1.0,0.06256996120199516,dpm,m,1.0,1.0,-0.04925782623068575,1.0
1.0,0.10770971388490448,dpm,m,1.0,1.0,-0.025769865492436938,1.0
1.0,0.15084325533746207,dpm,m,1.0,1.0,-0.0030520018275735465,0.0
1.0,0.19210142542251732,dpm,m,1.0,1.0,0.018933027525520573,1.0
1.0,0.23160392869544236,dpm,m,1.0,1.0,0.040220119438833496,0.0
0.0,0.19210142542251732,dpm,m,1.0,1.0,0.060841989729855814,1.0
1.0,0.22999158162307826,dpm,m,1.0,1.0,0.08082934093500053,0.0
0.0,0.19210142542251732,dpm,m,1.0,1.0,0.03628041884592192,1.0
1.0,0.2285056931446247,dpm,m,1.0,1.0,0.05574717471677948,1.0
1.0,0.26350979672357455,dpm,m,1.0,1.0,0.07464967679427913,0.0
1.0,0.2971929907335069,dpm,m,1.0,1.0,0.03278462817897217,1.0
1.0,0.32962865903936817,dpm,m,1.0,1.0,0.0512184502607119,1.0
0.0,0.2933714792676526,dpm,m,1.0,1.0,0.06914723612103434,1.0
1.0,0.32471697212448036,dpm,m,1.0,1.0,0.08659146020134834,1.0
0.0,0.2898181440450163,dpm,m,1.0,1.0,0.10357050497285349,1.0
1.0,0.3201440222382057,dpm,m,1.0,1.0,0.06421647759565961,1.0
1.0,0.34944190456043966,dpm,m,1.0,1.0,0.08082934093500053,1.0
1.0,0.3777631908052659,dpm,m,1.0,1.0,0.0970216254556237,1.0
1.0,0.4051559102879661,dpm,m,1.0,1.0,0.11280910286323159,1.0
0.0,0.3717741015993704,dpm,m,1.0,1.0,0.12820676601386136,1.0
1.0,0.3983922758477934,dpm,m,1.0,1.0,0.1432288764047198,0.0
1.0,0.4241786321509528,dpm,m,1.0,1.0,0.15788900823194268,1.0
0.0,0.3920448650654772,dpm,m,1.0,1.0,0.17220008930137498,1.0
0.0,0.36088484849774294,dpm,m,1.0,1.0,0.18617443905152636,1.0
1.0,0.3860764041806128,dpm,m,1.0,1.0,0.19982380392376722,0.0
1.0,0.41052703175516253,dpm,m,1.0,1.0,0.16320145499256528,1.0
1.0,0.43426894548697154,dpm,m,1.0,1.0,0.1766488523304497,1.0
1.0,0.45733251882644343,dpm,m,1.0,1.0,0.18979741861638041,0.0
1.0,0.4797464140436768,dpm,m,1.0,1.0,0.2026570054234998,1.0
1.0,0.5015377010604314,dpm,m,1.0,1.0,0.21523703599568186,1.0
1.0,0.522731966515083,dpm,m,1.0,1.0,0.18062434269685657,0.0
0.0,0.4931745584756226,dpm,m,1.0,1.0,0.19303903191125008,0.0
0.0,-1.6645162284049666,dpm,m,0.0,0.0,-1.411559549049121,0.0
1.0,0.19210142542251732,dpm,m,0.0,0.0,-1.807499458636745,1.0
1.0,0.8109739766983451,dpm,m,0.0,0.0,-1.411559549049121,1.0
1.0,1.1204102523362591,dpm,m,0.0,0.0,-1.1036062860365243,1.0
1.0,1.3060720177190077,dpm,m,0.0,0.0,-1.807499458636745,1.0
1.0,1.4298465279741732,dpm,m,0.0,0.0,-1.7580069699382919,1.0
0.0,-1.6645162284049666,dpm,m,0.0,0.0,-1.9658754224717945,1.0
1.0,2.048719079250001,dpm,f,0.0,1.0,1.360019818064247,0.0
0.0,0.19210142542251732,dpm,f,0.0,1.0,1.360019818064247,0.0
0.0,-0.4267711258533107,dpm,f,0.0,1.0,1.360019818064247,0.0
0.0,-0.7362074014912245,dpm,f,0.0,1.0,1.360019818064247,0.0
0.0,-0.9218691668739729,dpm,f,0.0,1.0,1.360019818064247,1.0
1.0,-0.4267711258533107,dpm,f,0.0,1.0,1.360019818064247,0.0
0.0,-0.6035918547892616,dpm,f,0.0,1.0,0.744113292039054,0.0
1.0,2.048719079250001,dpm,f,0.0,1.0,-0.4876997600113318,1.0
0.0,0.19210142542251732,dpm,f,0.0,1.0,-0.025769865492436938,1.0
0.0,-0.4267711258533107,dpm,f,0.0,1.0,0.2513880712189001,1.0
1.0,0.19210142542251732,dpm,f,0.0,1.0,0.43616002902645795,1.0
1.0,0.563424956188014,dpm,f,0.0,1.0,0.5681399988889988,1.0
0.0,0.19210142542251732,dpm,f,0.0,1.0,-0.9496296545302261,1.0
0.0,-0.07312966798140903,dpm,f,0.0,1.0,-1.0156196394614971,1.0
1.0,0.19210142542251732,dpm,f,0.0,1.0,-1.2485254686306875,1.0
0.0,-0.01418942500275876,dpm,f,0.0,1.0,-1.1036062860365243,1.0
1.0,0.19210142542251732,dpm,f,0.0,1.0,-0.9739417542417469,0.0
0.0,0.023318002347291453,dpm,f,0.0,1.0,-1.2910560983050616,0.0
0.0,-0.1173348502153966,dpm,f,0.0,1.0,-1.1805946017896738,0.0
1.0,0.04928468282040326,dpm,f,0.0,1.0,-1.1983611361942466,0.0
0.0,-0.07312966798140903,dpm,f,0.0,1.0,-1.1036062860365243,0.0
0.0,-0.17922210534297936,dpm,f,0.0,1.0,-1.1248444421063588,0.0
1.0,-0.03997578130591817,dpm,f,0.0,1.0,-1.0420156334340054,0.0
0.0,-0.13553698407645048,dpm,f,0.0,1.0,-0.9645306188695453,0.0
0.0,-0.22048027542803464,dpm,f,0.0,1.0,-0.8918884177153644,0.0
0.0,-0.2964821676899785,dpm,f,0.0,1.0,-1.1036062860365243,0.0
0.0,-0.3648838707257279,dpm,f,0.0,1.0,-1.1198143525108715,0.0
0.0,-0.4267711258533107,dpm,f,0.0,1.0,-1.1344016123377838,1.0
0.0,-1.6645162284049666,dpm,m,2.0,2.0,1.360019818064247,0.0
0.0,-1.6645162284049666,dpm,m,2.0,2.0,1.360019818064247,1.0
1.0,-0.4267711258533107,dpm,m,2.0,2.0,1.360019818064247,1.0
1.0,0.19210142542251732,dpm,m,2.0,2.0,1.360019818064247,0.0
1.0,2.048719079250001,dpm,m,2.0,3.0,1.360019818064247,1.0
0.0,-1.6645162284049666,dpm,m,0.0,1.0,-1.411559549049121,1.0
1.0,0.19210142542251732,dpm,m,0.0,1.0,-0.8572436756264474,1.0
0.0,-0.4267711258533107,dpm,m,0.0,1.0,-0.4876997600113318,0.0
1.0,0.19210142542251732,dpm,m,0.0,1.0,-0.7186647072707789,1.0
1.0,2.048719079250001,dpm,m,3.0,3.0,1.360019818064247,1.0
0.0,0.19210142542251732,dpm,m,3.0,3.0,-1.411559549049121,0.0
0.0,-0.4267711258533107,dpm,m,3.0,3.0,-1.0156196394614971,0.0
0.0,-0.7362074014912245,dpm,m,3.0,3.0,-1.411559549049121,0.0
0.0,-0.9218691668739729,dpm,m,3.0,3.0,-1.1595977884024513,0.0
0.0,-1.0456436771291384,dpm,m,3.0,3.0,-0.9496296545302261,0.0
0.0,-1.134054041597114,dpm,m,3.0,3.0,-0.7719643104844974,0.0
0.0,-1.2003618149480955,dpm,m,3.0,3.0,-0.6196797298738727,0.0
0.0,-1.6645162284049666,dpm,m,0.0,0.0,1.360019818064247,1.0
0.0,-1.6645162284049666,dpm,m,0.0,0.0,1.360019818064247,0.0
0.0,-1.6645162284049666,dpm,m,0.0,0.0,1.360019818064247,1.0
1.0,-0.7362074014912245,dpm,m,0.0,0.0,0.43616002902645795,1.0
1.0,-0.17922210534297936,dpm,m,0.0,0.0,0.5681399988889988,1.0
1.0,0.19210142542251732,dpm,m,0.0,0.0,0.6671249762859051,1.0
0.0,-0.07312966798140903,dpm,m,0.0,0.0,0.744113292039054,0.0
0.0,-0.2720529880343536,dpm,m,0.0,0.0,0.8057039446415736,1.0
0.0,-1.6645162284049666,dpm,m,0.0,0.0,-1.411559549049121,0.0
0.0,-1.6645162284049666,dpm,m,0.0,0.0,-0.8572436756264474,0.0
1.0,-0.4267711258533107,dpm,m,0.0,0.0,-0.4876997600113318,0.0
0.0,-0.7362074014912245,dpm,m,0.0,0.0,-0.22373982028624886,0.0
0.0,-0.9218691668739729,dpm,m,0.0,0.0,-0.025769865492436938,0.0
0.0,-1.0456436771291384,dpm,m,0.0,0.0,-0.30292780220377397,1.0
0.0,-1.134054041597114,dpm,m,0.0,0.0,-0.15175074581577175,0.0
0.0,-1.2003618149480955,dpm,m,0.0,0.0,-0.025769865492436938,1.0
1.0,-0.8393528267038627,dpm,m,0.0,0.0,-0.22373982028624886,0.0
0.0,-0.9218691668739729,dpm,m,0.0,0.0,-0.37221728638160795,0.0
0.0,-1.6645162284049666,dpm,m,0.0,1.0,1.360019818064247,1.0
1.0,0.19210142542251732,dpm,m,0.0,1.0,1.360019818064247,1.0
1.0,0.8109739766983451,dpm,m,0.0,1.0,1.360019818064247,0.0
0.0,0.19210142542251732,dpm,m,0.0,1.0,0.43616002902645795,1.0
0.0,-0.17922210534297936,dpm,m,0.0,1.0,0.5681399988889988,1.0
0.0,-0.4267711258533107,dpm,m,0.0,1.0,0.12820676601386136,1.0
0.0,-0.6035918547892616,dpm,m,0.0,1.0,0.2513880712189001,0.0
0.0,-0.7362074014912245,dpm,m,0.0,1.0,0.3521727754775681,1.0
0.0,-0.8393528267038627,dpm,m,0.0,1.0,0.43616002902645795,0.0
0.0,-0.9218691668739729,dpm,m,0.0,1.0,0.5072261666447492,0.0
0.0,-0.9893825361040632,dpm,m,0.0,1.0,0.5681399988889988,0.0
0.0,-1.0456436771291384,dpm,m,0.0,1.0,0.6209319868340157,0.0
0.0,-1.0932492579965098,dpm,m,0.0,1.0,0.6671249762859051,0.0
0.0,-1.134054041597114,dpm,m,0.0,1.0,0.7078834963905133,0.0
0.0,-1.6645162284049666,dpm,m,0.0,1.0,-0.4876997600113318,1.0
0.0,-1.6645162284049666,dpm,m,0.0,1.0,-0.025769865492436938,0.0
0.0,-1.6645162284049666,dpm,m,0.0,1.0,0.2513880712189001,0.0
1.0,-0.7362074014912245,dpm,m,0.0,1.0,0.43616002902645795,0.0
0.0,-0.9218691668739729,dpm,m,0.0,1.0,0.5681399988889988,0.0
0.0,-1.6645162284049666,dpm,m,0.0,0.0,-1.411559549049121,1.0
0.0,-1.6645162284049666,dpm,m,0.0,0.0,1.360019818064247,1.0
1.0,0.19210142542251732,dpm,m,0.0,0.0,1.360019818064247,1.0
1.0,0.8109739766983451,dpm,m,0.0,0.0,1.360019818064247,1.0
0.0,0.19210142542251732,dpm,m,0.0,0.0,1.360019818064247,1.0
1.0,2.048719079250001,dpm,f,2.0,3.0,1.360019818064247,1.0
0.0,0.19210142542251732,dpm,f,2.0,3.0,1.360019818064247,1.0
1.0,0.8109739766983451,dpm,f,2.0,3.0,1.360019818064247,1.0
1.0,1.1204102523362591,dpm,f,2.0,3.0,1.360019818064247,1.0
1.0,1.3060720177190077,dpm,f,2.0,3.0,1.360019818064247,1.0
0.0,0.8109739766983451,dpm,f,2.0,3.0,1.360019818064247,1.0
1.0,0.9877947056342962,dpm,f,2.0,3.0,1.360019818064247,1.0
0.0,0.6562558388793883,dpm,f,2.0,3.0,-0.025769865492436938,0.0
0.0,0.3983922758477934,dpm,f,2.0,3.0,-0.22373982028624886,1.0
1.0,0.563424956188014,dpm,f,2.0,3.0,-0.37221728638160795,1.0
1.0,0.6984516946481947,dpm,f,2.0,3.0,-0.2703209861200868,0.0
0.0,0.5015377010604314,dpm,f,2.0,3.0,-0.17974649699873524,0.0
0.0,0.33491816802463137,dpm,f,2.0,3.0,-0.09870616462699948,0.0
0.0,0.19210142542251732,dpm,f,2.0,3.0,-0.025769865492436938,1.0
1.0,0.31587593567768285,dpm,f,2.0,3.0,0.040220119438833496,1.0
0.0,0.19210142542251732,dpm,f,2.0,3.0,0.10021101483089787,0.0
0.0,0.08288862225619471,dpm,f,2.0,3.0,-0.025769865492436938,1.0
0.0,-0.01418942500275876,dpm,f,2.0,3.0,-0.1323690719198744,0.0
0.0,-0.10104873044498022,dpm,f,2.0,3.0,-0.0770954093278699,0.0
0.0,-0.17922210534297936,dpm,f,2.0,3.0,-0.16912741896381803,1.0
1.0,-0.07312966798140903,dpm,f,2.0,3.0,-0.11815584439621615,1.0
1.0,0.023318002347291453,dpm,f,2.0,3.0,-0.07047275851039445,0.0
1.0,0.1113789187343659,dpm,f,2.0,3.0,-0.025769865492436938,0.0
0.0,0.03738328760356026,dpm,f,2.0,3.0,0.016223761282007997,1.0
1.0,0.1178367192694179,dpm,f,2.0,3.0,-0.0653638564511992,0.0
1.0,0.19210142542251732,dpm,f,2.0,3.0,-0.13813119118622222,0.0
0.0,0.12333780861409188,dpm,f,2.0,3.0,-0.09870616462699948,0.0
1.0,0.19210142542251732,dpm,f,2.0,3.0,-0.061302934301582554,0.0
0.0,0.1280801270146731,dpm,f,2.0,3.0,-0.12716911063073097,0.0
0.0,0.06832691516735175,dpm,f,2.0,3.0,-0.18690820078972606,0.0
0.0,0.01242874924566399,dpm,f,2.0,3.0,-0.15175074581577175,0.0
0.0,-0.03997578130591817,dpm,f,2.0,3.0,-0.11815584439621615,1.0
1.0,0.023318002347291453,dpm,f,2.0,3.0,-0.17319429991336052,1.0
0.0,-1.6645162284049666,dpm,f,3.0,3.0,-0.4876997600113318,0.0
1.0,2.048719079250001,dpm,m,0.0,0.0,-1.411559549049121,1.0
1.0,2.048719079250001,dpm,m,0.0,0.0,-1.807499458636745,1.0
0.0,0.8109739766983451,dpm,m,0.0,0.0,-1.411559549049121,1.0
1.0,1.1204102523362591,dpm,m,0.0,0.0,-1.1036062860365243,1.0
0.0,0.563424956188014,dpm,m,0.0,0.0,-1.1595977884024513,1.0
1.0,0.8109739766983451,dpm,m,0.0,0.0,-0.9496296545302261,1.0
1.0,0.9877947056342962,dpm,m,0.0,0.0,-1.2267875912415631,1.0
0.0,0.6562558388793883,dpm,m,0.0,0.0,-1.411559549049121,0.0
0.0,0.3983922758477934,dpm,m,0.0,0.0,-1.5435395189116625,1.0
0.0,0.19210142542251732,dpm,m,0.0,0.0,-1.8379563747588699,0.0
0.0,0.023318002347291453,dpm,m,0.0,0.0,-1.8894180606203914,0.0
0.0,-0.1173348502153966,dpm,m,0.0,0.0,-1.7811034646642365,0.0
0.0,-0.23634880238382502,dpm,m,0.0,0.0,-1.6797769071568662,0.0
1.0,-0.07312966798140903,dpm,m,0.0,0.0,-1.6635213096957908,1.0
1.0,0.06832691516735175,dpm,m,0.0,0.0,-1.5745936294675544,1.0
1.0,0.19210142542251732,dpm,m,0.0,0.0,-1.5655361805554193,1.0
1.0,0.30131422858883994,dpm,m,0.0,0.0,-1.4864670995116442,1.0
1.0,0.3983922758477934,dpm,m,0.0,0.0,-1.411559549049121,1.0
0.0,-1.6645162284049666,dpm,m,0.0,1.0,1.360019818064247,1.0
0.0,-1.6645162284049666,dpm,m,0.0,1.0,1.360019818064247,0.0
1.0,-0.4267711258533107,dpm,m,0.0,1.0,1.360019818064247,0.0
1.0,0.19210142542251732,dpm,m,0.0,1.0,0.43616002902645795,1.0
1.0,0.563424956188014,dpm,m,0.0,1.0,0.5681399988889988,1.0
0.0,0.19210142542251732,dpm,m,0.0,1.0,0.6671249762859051,0.0
1.0,0.45733251882644343,dpm,m,0.0,1.0,0.744113292039054,0.0
0.0,-1.6645162284049666,dpm,f,0.0,0.0,1.360019818064247,1.0
0.0,-1.6645162284049666,dpm,m,0.0,0.0,-1.411559549049121,0.0
1.0,0.19210142542251732,dpm,m,0.0,0.0,-0.8572436756264474,1.0
1.0,0.8109739766983451,dpm,m,0.0,0.0,-0.4876997600113318,0.0
1.0,2.048719079250001,dpm,m,0.0,0.0,1.360019818064247,1.0
1.0,2.048719079250001,dpm,m,0.0,1.0,-0.4876997600113318,0.0
0.0,0.19210142542251732,dpm,m,0.0,1.0,-0.025769865492436938,0.0
0.0,-0.4267711258533107,dpm,m,0.0,1.0,-1.0156196394614971,0.0
0.0,-0.7362074014912245,dpm,m,0.0,1.0,-0.7186647072707789,0.0
0.0,-0.9218691668739729,dpm,m,0.0,1.0,-0.8572436756264474,1.0
1.0,-0.4267711258533107,dpm,m,0.0,1.0,-0.6556742671091116,0.0
1.0,-0.07312966798140903,dpm,m,0.0,1.0,-0.4876997600113318,0.0
1.0,0.19210142542251732,dpm,m,0.0,1.0,-0.34556748477474875,0.0
0.0,-0.01418942500275876,dpm,m,0.0,1.0,-0.4876997600113318,0.0
0.0,-0.17922210534297936,dpm,m,0.0,1.0,-0.5963891469569537,0.0
0.0,-0.31424884380316004,dpm,m,0.0,1.0,-0.4876997600113318,0.0
0.0,-0.4267711258533107,dpm,m,0.0,1.0,-0.3904513611652484,0.0
0.0,-0.5219822875880533,dpm,m,0.0,1.0,-0.30292780220377397,0.0
0.0,-0.6035918547892616,dpm,m,0.0,1.0,-0.7186647072707789,0.0
0.0,-0.6743201463636418,dpm,m,0.0,1.0,-0.7719643104844974,0.0
0.0,-0.7362074014912245,dpm,m,0.0,1.0,-0.6930019353530624,0.0
0.0,-0.7908138030743859,dpm,m,0.0,1.0,-0.6196797298738727,0.0
